ID,Protein_type,Protein_class_type,kP,MW,PI_mean,PI_range,Protein_conc,Temperature,Buffer_type,Buffer_pH,Buffer_conc,Salt_type,Salt_conc,Stabilizer_type,Stabilizer_conc,Surfactant_type,Surfactant_conc,Excipient_type,Excipient_conc,C_Class,HCI,Viscosity_100,Viscosity_1000,Viscosity_10000,Viscosity_100000,Viscosity_15000000
F239,BSA,other,2.0,66.0,4.7,0.3,160.0,27.5,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,0.85,0.9,3.85,3.59,3.27,2.86,2.38
F239_syn_1,BSA,other,2.0,66.0,4.7,0.3,160.0,27.5,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,0.85,0.9,3.6429261070359007,3.4267140600698323,3.1167482885510847,2.7822361115468346,2.3300269510387728
F239_syn_2,BSA,other,2.0,66.0,4.7,0.3,160.0,27.5,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,0.85,0.9,3.884224780110462,3.6520858629508273,3.3131315553852563,2.949330744134053,2.480336014439691
F240,BSA,other,2.0,66.0,4.7,0.3,174.0,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,4.4,4.4,3.67,3.52,2.41
F240_syn_1,BSA,other,2.0,66.0,4.7,0.3,174.0,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,4.013122913319775,3.7985464058773726,3.5087959845885317,3.1493223515323825,2.280384752813843
F240_syn_2,BSA,other,2.0,66.0,4.7,0.3,174.0,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,4.153695472299717,3.9390346245101804,3.6328539427876763,3.236658698885591,2.260434037502619
F241,BSA,other,2.0,66.0,4.7,0.3,162.0,27.5,Acetate,5.0,20.0,none,0,none,0.0,none,0.0,none,0.0,0.85,0.9,4.59,4.59,4.31,3.77,2.5
F241_syn_1,BSA,other,2.0,66.0,4.7,0.3,162.0,27.5,Acetate,5.0,20.0,none,0,none,0.0,none,0.0,none,0.0,0.85,0.9,4.690425606312153,4.627918834121365,4.404928486397847,3.8177895171112546,2.4949854301939487
F241_syn_2,BSA,other,2.0,66.0,4.7,0.3,162.0,27.5,Acetate,5.0,20.0,none,0,none,0.0,none,0.0,none,0.0,0.85,0.9,4.423380984886851,4.3726667637588985,4.183498828493224,3.657632092011604,2.4122353052126693
F242,BSA,other,2.0,66.0,4.7,0.3,182.0,27.5,Histidine,6.0,15.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,4.31,4.31,4.31,3.77,2.8
F242_syn_1,BSA,other,2.0,66.0,4.7,0.3,182.0,27.5,Histidine,6.0,15.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,4.3627875343860305,4.362787534217123,4.3627765988919425,3.857718223110834,2.6006018868102636
F242_syn_2,BSA,other,2.0,66.0,4.7,0.3,182.0,27.5,Histidine,6.0,15.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,4.121028161778889,4.121028161483323,4.121012174599005,3.5560740008850846,2.49142991160686
F243,BSA,other,2.0,66.0,4.7,0.3,172.0,27.5,Histidine,6.0,30.0,none,0,none,0.0,none,0.0,none,0.0,0.85,0.9,4.4,4.17,3.99,3.35,2.48
F243_syn_1,BSA,other,2.0,66.0,4.7,0.3,172.0,27.5,Histidine,6.0,30.0,none,0,none,0.0,none,0.0,none,0.0,0.85,0.9,4.224619638547638,4.110698786500088,3.8088568736657895,3.2605697856302798,2.3933475258815156
F243_syn_2,BSA,other,2.0,66.0,4.7,0.3,172.0,27.5,Histidine,6.0,30.0,none,0,none,0.0,none,0.0,none,0.0,0.85,0.9,4.716146390334226,4.587884352483627,4.196181256249637,3.415394787441908,2.2676264898364384
F244,BSA,other,2.0,66.0,4.7,0.3,169.0,27.5,Acetate,5.0,20.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,4.68,4.13,3.27,2.1,2.0
F244_syn_1,BSA,other,2.0,66.0,4.7,0.3,169.0,27.5,Acetate,5.0,20.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,4.3892664092009,4.060467153333409,3.088398993202227,2.2958138591000017,2.053997886444217
F244_syn_2,BSA,other,2.0,66.0,4.7,0.3,169.0,27.5,Acetate,5.0,20.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,4.846143749864118,4.456920636729593,3.255866319870585,2.2337393552860196,1.9180264202694484
F245,BSA,other,2.0,66.0,4.7,0.3,5.0,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,1.008,1.008,0.96,0.96,0.8
F245_syn_1,BSA,other,2.0,66.0,4.7,0.3,5.0,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,0.9569067103799858,0.9477754446191913,0.9310775445204973,0.9018089357783929,0.7708098367400289
F245_syn_2,BSA,other,2.0,66.0,4.7,0.3,5.0,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,1.0535615352431096,1.045168489897761,1.0287082658488926,0.9976761968152046,0.8414762284034577
F246,BSA,other,2.0,66.0,4.7,0.3,10.0,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,1.032,1.032,1.032,0.96,0.8
F246_syn_1,BSA,other,2.0,66.0,4.7,0.3,10.0,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,1.0002584752762076,1.0002584731648376,1.0002461712948878,0.9515818840829384,0.8486716005101581
F246_syn_2,BSA,other,2.0,66.0,4.7,0.3,10.0,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,1.0243600727344004,1.0243600723385669,1.0243534721549281,0.94958593273155,0.7911557692048033
F247,BSA,other,2.0,66.0,4.7,0.3,20.0,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,1.104,1.104,1.104,1.056,0.88
F247_syn_1,BSA,other,2.0,66.0,4.7,0.3,20.0,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,1.1849972294837254,1.1849972289494028,1.1849903259904266,1.1160852130712007,0.8819074142842757
F247_syn_2,BSA,other,2.0,66.0,4.7,0.3,20.0,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,1.1242509489230308,1.124250947496453,1.1242412191940567,1.0704326481925084,0.8393937459350711
F248,BSA,other,2.0,66.0,4.7,0.3,25.0,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,1.2,1.2,1.2,1.152,0.96
F248_syn_1,BSA,other,2.0,66.0,4.7,0.3,25.0,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,1.313293931945092,1.3132939313188412,1.3132858192704318,1.2296460479414715,0.9033345101601259
F248_syn_2,BSA,other,2.0,66.0,4.7,0.3,25.0,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,1.3364190301423378,1.3364190298247596,1.3364147387763645,1.286964760130036,1.0002853760658401
F249,BSA,other,2.0,66.0,4.7,0.3,5.0,27.5,Acetate,5.0,20.0,none,0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.008,1.008,0.96,0.96,0.8
F249_syn_1,BSA,other,2.0,66.0,4.7,0.3,5.0,27.5,Acetate,5.0,20.0,none,0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.005562733428896,0.9954528995136056,0.9766413941673693,0.9430657399297133,0.7883606980723984
F249_syn_2,BSA,other,2.0,66.0,4.7,0.3,5.0,27.5,Acetate,5.0,20.0,none,0,none,0.0,none,0.0,none,0.0,0.85,0.9,0.998727411615516,0.9908635877885014,0.9754278514951491,0.9462967662336297,0.7993100302585099
F250,BSA,other,2.0,66.0,4.7,0.3,10.0,27.5,Acetate,5.0,20.0,none,0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.032,1.032,1.032,0.96,0.8
F250_syn_1,BSA,other,2.0,66.0,4.7,0.3,10.0,27.5,Acetate,5.0,20.0,none,0,none,0.0,none,0.0,none,0.0,0.85,0.9,0.9623088501742326,0.9623088501099875,0.9623068663518047,0.9164217671073207,0.7794310470672954
F250_syn_2,BSA,other,2.0,66.0,4.7,0.3,10.0,27.5,Acetate,5.0,20.0,none,0,none,0.0,none,0.0,none,0.0,0.85,0.9,0.9922952940394332,0.9922952931469753,0.9922850535646051,0.9214311632674008,0.813768314546427
F251,BSA,other,2.0,66.0,4.7,0.3,20.0,27.5,Acetate,5.0,20.0,none,0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.2,1.2,1.2,1.152,0.96
F251_syn_1,BSA,other,2.0,66.0,4.7,0.3,20.0,27.5,Acetate,5.0,20.0,none,0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.2224549247529746,1.2224549244319927,1.2224509687888812,1.1823878735056699,0.997571392421258
F251_syn_2,BSA,other,2.0,66.0,4.7,0.3,20.0,27.5,Acetate,5.0,20.0,none,0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.238039355232616,1.2380393551642768,1.238037302925456,1.1862551781410846,0.9139468379721788
F252,BSA,other,2.0,66.0,4.7,0.3,25.0,27.5,Acetate,5.0,20.0,none,0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.344,1.344,1.344,1.296,1.08
F252_syn_1,BSA,other,2.0,66.0,4.7,0.3,25.0,27.5,Acetate,5.0,20.0,none,0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.2788757195550686,1.278875717918479,1.278866620191299,1.2376939058349745,1.057376145670441
F252_syn_2,BSA,other,2.0,66.0,4.7,0.3,25.0,27.5,Acetate,5.0,20.0,none,0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.2464657856915133,1.2464657772332468,1.246444623429447,1.2046527522816062,1.0474889420163243
F253,BSA,other,2.0,66.0,4.7,0.3,5.0,27.5,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.008,1.008,0.96,0.96,0.8
F253_syn_1,BSA,other,2.0,66.0,4.7,0.3,5.0,27.5,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,0.85,0.9,0.9590616324299872,0.950645179178564,0.9348315681899115,0.9063153073259245,0.7726396911578687
F253_syn_2,BSA,other,2.0,66.0,4.7,0.3,5.0,27.5,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,0.85,0.9,0.9289762532960868,0.9197198074654913,0.9030206818135873,0.874138418555666,0.7471840516144785
F254,BSA,other,2.0,66.0,4.7,0.3,10.0,27.5,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.044,1.032,1.044,0.984,0.82
F254_syn_1,BSA,other,2.0,66.0,4.7,0.3,10.0,27.5,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.090504178824821,1.0905041788054084,1.0905026740438681,1.0095722391848354,0.8261637309611037
F254_syn_2,BSA,other,2.0,66.0,4.7,0.3,10.0,27.5,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.0022042299233254,1.0022042299014653,1.0022032214980536,0.9672648420468913,0.861845929096731
F255,BSA,other,2.0,66.0,4.7,0.3,20.0,27.5,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.104,1.104,1.104,1.056,0.88
F255_syn_1,BSA,other,2.0,66.0,4.7,0.3,20.0,27.5,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.1216968557049796,1.1216968551676232,1.121691860888203,1.0835115932892458,0.9065465734924579
F255_syn_2,BSA,other,2.0,66.0,4.7,0.3,20.0,27.5,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.1930879499560905,1.1930879486128207,1.1930771628894514,1.1270210743536322,0.9146629860964086
F256,BSA,other,2.0,66.0,4.7,0.3,20.0,27.5,Histidine,6.0,30.0,none,0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.128,1.128,1.128,1.056,0.88
F256_syn_1,BSA,other,2.0,66.0,4.7,0.3,20.0,27.5,Histidine,6.0,30.0,none,0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.1905158357245205,1.1905158351247944,1.190507533835143,1.1075738072900032,0.8924417658537752
F256_syn_2,BSA,other,2.0,66.0,4.7,0.3,20.0,27.5,Histidine,6.0,30.0,none,0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.172742114199045,1.1727421139109353,1.1727354523883409,1.0655000114798807,0.8197266218120336
F257,BSA,other,2.0,66.0,4.7,0.3,25.0,27.5,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.248,1.248,1.2,1.2,1.0
F257_syn_1,BSA,other,2.0,66.0,4.7,0.3,25.0,27.5,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.2575985804060856,1.2512853960674455,1.2374371079854534,1.2079815091590944,1.0225007283497929
F257_syn_2,BSA,other,2.0,66.0,4.7,0.3,25.0,27.5,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.3386927116025484,1.3290679172238962,1.3091388313842636,1.269287813539988,1.0454728855790802
F258,BSA,other,2.0,66.0,4.7,0.3,25.0,27.5,Histidine,6.0,30.0,none,0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.344,1.344,1.344,1.248,1.04
F258_syn_1,BSA,other,2.0,66.0,4.7,0.3,25.0,27.5,Histidine,6.0,30.0,none,0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.4576430660114816,1.4576430658707062,1.457638265921319,1.3395351948137981,1.03337085510668
F258_syn_2,BSA,other,2.0,66.0,4.7,0.3,25.0,27.5,Histidine,6.0,30.0,none,0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.3523499416878029,1.352349941612183,1.3523474140191984,1.2886035324755645,1.0926951399239158
F259,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,10.0,25.0,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,1.08,1.068,1.08,1.056,0.88
F259_syn_1,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,10.0,25.0,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,1.1080188611769244,1.1080188611711992,1.1080184827657915,1.0857862765209139,0.9078850875259538
F259_syn_2,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,10.0,25.0,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,1.067277823667569,1.0672778236665696,1.067277704621982,1.0541592442819516,0.8921567088832282
F260,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,20.0,25.0,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,1.392,1.392,1.392,1.344,1.12
F260_syn_1,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,20.0,25.0,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,1.3351434327559117,1.335143430388805,1.335132422552434,1.2931552427719792,1.1018932813809024
F260_syn_2,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,20.0,25.0,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,1.3607733445589645,1.3607733444617662,1.360771518297974,1.331395012311435,1.1564749234360656
F295,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,145.0,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,5.91,5.91,5.91,5.37,2.52
F295_syn_1,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,145.0,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,5.7861258627974195,5.786125862729794,5.786118688305145,5.164629434170669,2.398682185214793
F295_syn_2,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,145.0,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,5.8084838075365095,5.808483807495512,5.8084788660735285,5.309202162321949,2.7210309270086044
F296,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,145.0,17.5,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,8.27,6.7,6.7,6.12,4.7
F296_syn_1,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,145.0,17.5,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,8.117286527100717,7.287228615444427,6.54163852196622,5.883008623522006,4.738221319947919
F296_syn_2,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,145.0,17.5,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,8.258299285696618,7.437313340527229,6.692207791462128,6.026418569796834,4.84664021578153
F297,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,145.0,26.5,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,4.59,4.22,4.22,3.85,3.0
F297_syn_1,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,145.0,26.5,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,4.889262245168001,4.716007208279774,4.48091035734175,4.172991004616152,3.247156135054003
F297_syn_2,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,145.0,26.5,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,4.334158148532244,4.180390661050661,3.9724971844736627,3.7010853201780467,2.887856282606924
F298,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,151.0,17.5,PBS,7.4,10.0,NaCl,140,Sucrose,0.25,none,0.0,none,0.0,0.9,0.9,10.11,8.27,8.27,6.71,4.55
F298_syn_1,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,151.0,17.5,PBS,7.4,10.0,NaCl,140,Sucrose,0.25,none,0.0,none,0.0,0.9,0.9,9.746152925188206,8.746222642347854,7.703126501219613,6.655502435865491,4.541870749293787
F298_syn_2,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,151.0,17.5,PBS,7.4,10.0,NaCl,140,Sucrose,0.25,none,0.0,none,0.0,0.9,0.9,9.405536335481461,8.394186003483629,7.334012176896893,6.2695038583447324,4.145848501646226
F299,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,151.0,27.5,PBS,7.4,10.0,NaCl,140,Sucrose,0.25,none,0.0,none,0.0,0.9,0.9,5.6,5.6,5.6,5.11,2.6
F299_syn_1,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,151.0,27.5,PBS,7.4,10.0,NaCl,140,Sucrose,0.25,none,0.0,none,0.0,0.9,0.9,5.799608248242926,5.799608248046245,5.799597578169877,5.305936555950501,2.4447667162512836
F299_syn_2,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,151.0,27.5,PBS,7.4,10.0,NaCl,140,Sucrose,0.25,none,0.0,none,0.0,0.9,0.9,5.829962835957792,5.829962835582556,5.829947158904555,5.2831646812212165,2.5190379740529982
F300,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,151.0,36.5,PBS,7.4,10.0,NaCl,140,Sucrose,0.25,none,0.0,none,0.0,0.9,0.9,5.42,5.42,5.42,4.95,2.88
F300_syn_1,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,151.0,36.5,PBS,7.4,10.0,NaCl,140,Sucrose,0.25,none,0.0,none,0.0,0.9,0.9,5.357947375979155,5.3579473758622544,5.357937504321028,4.746284906386662,3.0606546753802615
F300_syn_2,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,151.0,36.5,PBS,7.4,10.0,NaCl,140,Sucrose,0.25,none,0.0,none,0.0,0.9,0.9,5.174334971192026,5.174334971161114,5.1743311382758055,4.784031063870893,2.9907524424325054
F301,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,157.0,17.5,PBS,7.4,10.0,NaCl,140,Sucrose,0.5,none,0.0,none,0.0,0.9,0.9,11.48,11.48,11.48,9.23,6.0
F301_syn_1,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,157.0,17.5,PBS,7.4,10.0,NaCl,140,Sucrose,0.5,none,0.0,none,0.0,0.9,0.9,12.24609545574527,12.24609545480252,12.24601814739217,9.054983153651609,5.8206708895123755
F301_syn_2,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,157.0,17.5,PBS,7.4,10.0,NaCl,140,Sucrose,0.5,none,0.0,none,0.0,0.9,0.9,11.307328482098402,11.3073284798884,11.30722422839954,8.729049673838343,5.888011092208522
F302,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,157.0,27.5,PBS,7.4,10.0,NaCl,140,Sucrose,0.5,none,0.0,none,0.0,0.9,0.9,9.19,9.19,9.19,8.39,5.8
F302_syn_1,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,157.0,27.5,PBS,7.4,10.0,NaCl,140,Sucrose,0.5,none,0.0,none,0.0,0.9,0.9,8.449816885528024,8.449816885304351,8.449803618638544,7.8370615075393495,5.681061581012201
F302_syn_2,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,157.0,27.5,PBS,7.4,10.0,NaCl,140,Sucrose,0.5,none,0.0,none,0.0,0.9,0.9,9.28941544244957,9.289415440679104,9.289371132668348,8.455501576147435,5.926903614409497
F303,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,157.0,36.5,PBS,7.4,10.0,NaCl,140,Sucrose,0.5,none,0.0,none,0.0,0.9,0.9,8.27,6.98,6.98,6.04,4.3
F303_syn_1,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,157.0,36.5,PBS,7.4,10.0,NaCl,140,Sucrose,0.5,none,0.0,none,0.0,0.9,0.9,8.159095655843826,7.502865352808234,6.779596587396838,6.010996178491978,4.320804813134077
F303_syn_2,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,157.0,36.5,PBS,7.4,10.0,NaCl,140,Sucrose,0.5,none,0.0,none,0.0,0.9,0.9,8.096950530011409,7.447864179888106,6.732182338642539,5.971264607606264,4.296354620894469
F304,Trastuzumab,mAb_IgG1,3.0,149.0,8.9,0.3,147.0,25.0,Acetate,5.0,20.0,none,0,none,0.0,none,0.0,none,0.0,1.0,1.0,7.29,5.99,3.55,3.22,1.06
F304_syn_1,Trastuzumab,mAb_IgG1,3.0,149.0,8.9,0.3,147.0,25.0,Acetate,5.0,20.0,none,0,none,0.0,none,0.0,none,0.0,1.0,1.0,7.479263282205191,5.779401479361319,4.233071549501181,2.960102579227463,1.2134527142471012
F304_syn_2,Trastuzumab,mAb_IgG1,3.0,149.0,8.9,0.3,147.0,25.0,Acetate,5.0,20.0,none,0,none,0.0,none,0.0,none,0.0,1.0,1.0,7.58714529718556,5.803856964828819,4.194283041590614,2.8870385189010017,1.1397591549442685
F305,Trastuzumab,mAb_IgG1,3.0,149.0,8.9,0.3,157.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,1.0,1.0,4.69,4.69,4.59,3.85,1.9
F305_syn_1,Trastuzumab,mAb_IgG1,3.0,149.0,8.9,0.3,157.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,1.0,1.0,4.445483495416584,4.438708986948743,4.3628345393567045,3.7365859000942985,2.0291075026065655
F305_syn_2,Trastuzumab,mAb_IgG1,3.0,149.0,8.9,0.3,157.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,none,0.0,none,0.0,1.0,1.0,4.335797988842262,4.327683126816391,4.240660199248548,3.5673598737652763,1.8725330021152224
F306,Trastuzumab,mAb_IgG1,3.0,149.0,8.9,0.3,100.0,25.0,Histidine,6.0,15.0,none,0,Sucrose,0.3,tween-80,0.05,none,0.0,1.0,1.0,3.4,3.4,3.3,3.04,2.34
F306_syn_1,Trastuzumab,mAb_IgG1,3.0,149.0,8.9,0.3,100.0,25.0,Histidine,6.0,15.0,none,0,Sucrose,0.3,tween-80,0.05,none,0.0,1.0,1.0,3.3105492557102343,3.288713578211545,3.198366016310882,2.9140918096631725,2.163571051582095
F306_syn_2,Trastuzumab,mAb_IgG1,3.0,149.0,8.9,0.3,100.0,25.0,Histidine,6.0,15.0,none,0,Sucrose,0.3,tween-80,0.05,none,0.0,1.0,1.0,3.383326086933064,3.365733343181841,3.2884847163667854,3.033459697806697,2.376848842625024
F307,Trastuzumab,mAb_IgG1,3.0,149.0,8.9,0.3,50.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,tween-80,0.1,none,0.0,1.0,1.0,1.9,1.9,1.9,1.56,1.2
F307_syn_1,Trastuzumab,mAb_IgG1,3.0,149.0,8.9,0.3,50.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,tween-80,0.1,none,0.0,1.0,1.0,1.8692637718984013,1.8692637718506304,1.8692588114986255,1.5983820166087257,1.2978985084342718
F307_syn_2,Trastuzumab,mAb_IgG1,3.0,149.0,8.9,0.3,50.0,25.0,Histidine,6.0,15.0,none,0,none,0.0,tween-80,0.1,none,0.0,1.0,1.0,1.9089629663183332,1.9089629662808059,1.9089591982131604,1.6669699727688607,1.2375103236739187
F308,Trastuzumab,mAb_IgG1,3.0,149.0,8.9,0.3,75.0,25.0,Histidine,6.0,15.0,none,0,Sucrose,0.5,none,0.0,none,0.0,1.0,1.0,1.95,1.95,1.95,1.79,0.8
F308_syn_1,Trastuzumab,mAb_IgG1,3.0,149.0,8.9,0.3,75.0,25.0,Histidine,6.0,15.0,none,0,Sucrose,0.5,none,0.0,none,0.0,1.0,1.0,1.9114469742762799,1.9114469742655165,1.9114456766636823,1.7734341329476573,0.7397048192873326
F308_syn_2,Trastuzumab,mAb_IgG1,3.0,149.0,8.9,0.3,75.0,25.0,Histidine,6.0,15.0,none,0,Sucrose,0.5,none,0.0,none,0.0,1.0,1.0,1.9374965014591732,1.9374965014413092,1.937494988876185,1.8219771552619792,0.7590283033540075
F309,Trastuzumab,mAb_IgG1,3.0,149.0,8.9,0.3,90.0,25.0,Acetate,5.0,20.0,none,0,Sucrose,0.3,tween-80,0.1,none,0.0,1.0,1.0,3.99,3.4,3.1,3.13,1.85
F309_syn_1,Trastuzumab,mAb_IgG1,3.0,149.0,8.9,0.3,90.0,25.0,Acetate,5.0,20.0,none,0,Sucrose,0.3,tween-80,0.1,none,0.0,1.0,1.0,3.592921715333644,3.3508371541990787,3.0443928227550847,2.6784498932604044,1.7770126422068304
F309_syn_2,Trastuzumab,mAb_IgG1,3.0,149.0,8.9,0.3,90.0,25.0,Acetate,5.0,20.0,none,0,Sucrose,0.3,tween-80,0.1,none,0.0,1.0,1.0,3.60379346022531,3.3543256051991355,3.0494578727584742,2.6956238026197847,1.8435335790029572
F310,Trastuzumab,mAb_IgG1,3.0,149.0,8.9,0.3,70.0,25.0,Acetate,5.0,20.0,none,0,Sucrose,0.5,none,0.0,none,0.0,1.0,1.0,3.9,3.3,3.3,2.48,1.8
F310_syn_1,Trastuzumab,mAb_IgG1,3.0,149.0,8.9,0.3,70.0,25.0,Acetate,5.0,20.0,none,0,Sucrose,0.5,none,0.0,none,0.0,1.0,1.0,3.759803023744338,3.440961593893584,3.020224683245403,2.5581420944712336,1.7878282320347159
