ID,Protein_type,Protein_class_type,kP,MW,PI_mean,PI_range,Protein_conc,Temperature,Buffer_type,Buffer_pH,Buffer_conc,Salt_type,Salt_conc,Stabilizer_type,Stabilizer_conc,Surfactant_type,Surfactant_conc,Excipient_type,Excipient_conc,C_Class,HCI,Viscosity_100,Viscosity_1000,Viscosity_10000,Viscosity_100000,Viscosity_15000000,_conc_bin
163_p3conc_85.6_i19,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,85.5949,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,3.109452024793688,2.632061925562121,2.350063486829317,2.178831521759821,1.3390282399980662,
163_p3conc_108.6_i20,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,108.581,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,4.434482518237013,3.4244823242962212,3.15458148752833,2.5243799424821325,1.5298641259100894,
163_p3conc_117.9_i21,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,117.8982,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,4.957726664199189,4.195699932682601,3.8747172433118755,2.7415079741373676,1.8167754349071827,
162_p3conc_120.5_i22,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,120.5308,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,4.525509299308112,4.2642618527427105,3.7992771415090925,3.1699573727034465,1.6785005009229328,
162_p3conc_128.0_i23,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,128.015,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,5.790412103498263,4.223128014465673,4.223128014465673,3.197278806532256,1.8128685775075228,
162_p3conc_148.7_i24,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,148.7435,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,7.429287423712058,6.46138545164888,6.46138545164888,4.277791595544281,2.687679151989225,
162_p3conc_159.2_i25,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,159.1699,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,8.685776943123694,6.978912442477753,6.978912442477753,4.840814348733647,2.953549522007784,
162_p3conc_169.7_i26,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,169.7259,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,9.73906071834603,7.809213976652611,7.809213976652611,5.622487114703156,3.100831249891677,
162_p3conc_170.3_i27,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,170.3268,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,10.0648634891316,8.626459278171227,8.626459278171227,5.799170980150001,3.2833414838907915,
162_p3conc_182.3_i28,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,182.2661,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,12.156723067787269,9.680380749051748,9.680380749051748,5.70950333372949,3.5456409808252474,
162_p3conc_195.0_i29,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,195.0424,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,15.28868532010517,10.798170622149573,10.798170622149573,6.822582376233755,4.2589059028974185,
162_p3conc_208.7_i30,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,208.7142,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,16.425202312900883,14.416822732666349,14.416822732666349,8.427882661141732,5.260998570842299,
162_p3conc_223.3_i31,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,223.3444,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,22.60303877360868,16.58074997528047,16.58074997528047,9.702017774469079,5.985329859064095,
167_p3conc_1.4_i0,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,1.4096,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,0.942834746276937,0.91,0.91,0.91,0.91,
167_p3conc_1.8_i1,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,1.7783,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,0.91,0.91,0.91,0.91,0.91,
167_p3conc_2.0_i2,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,1.987,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,0.980117744753088,0.9686637537919695,0.968345097881909,0.968345097881909,0.9272688815926965,
167_p3conc_2.8_i3,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,2.8009,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,0.911897384943021,0.911897384943021,0.911897384943021,0.91,0.91,
167_p3conc_3.2_i4,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,3.1623,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,0.91,0.91,0.91,0.91,0.91,
167_p3conc_3.9_i5,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,3.9482,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,0.91,0.91,0.91,0.91,0.91,
167_p3conc_5.6_i6,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,5.5655,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,0.9266441048264106,0.91,0.91,0.91,0.91,
167_p3conc_5.6_i7,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,5.6234,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,0.91,0.91,0.91,0.91,0.91,
167_p3conc_7.8_i8,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,7.8452,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,0.91,0.91,0.91,0.91,0.91,
167_p3conc_10.0_i9,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,10.0,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,0.91,0.91,0.91,0.91,0.91,
167_p3conc_11.1_i10,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,11.0587,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,0.9272847011667728,0.9194517292945579,0.91,0.91,0.91,
167_p3conc_15.6_i11,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,15.5885,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,0.9626220994552915,0.9626220994552915,0.9498035550096893,0.9358370421643074,0.91,
167_p3conc_17.8_i12,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,17.7828,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,0.9445588225677026,0.9445588225677026,0.9445588225677026,0.9445588225677026,0.9445588225677026,
167_p3conc_22.0_i13,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,21.9737,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,1.0098462250372315,0.9366804020502654,0.9366804020502654,0.9366804020502654,0.9366804020502654,
167_p3conc_31.0_i14,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,30.9745,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,1.0405398868849318,1.0191776771786336,1.0191776771786336,0.91,0.91,
167_p3conc_31.6_i15,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,31.6228,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,1.0207969768598264,0.9708509996781397,0.9708509996781397,0.9708509996781397,0.9708509996781397,
167_p3conc_43.7_i16,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,43.662,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,1.2669336505264068,1.2669336505264068,1.164569886281666,1.075022925302357,1.075022925302357,
167_p3conc_56.2_i17,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,56.2341,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,1.5428278486102038,1.2927295260749394,1.2623820329093811,1.1923690355706054,1.0577630252585324,
167_p3conc_61.5_i18,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,61.5467,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,1.594132855953779,1.3181573260378885,1.3181573260378885,1.3181573260378885,1.160364743112932,
167_p3conc_86.8_i19,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,86.7571,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,2.684614187244395,1.9817307338010284,1.9817307338010284,1.789441173931394,1.1724552156282608,
167_p3conc_110.5_i20,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,110.521,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,5.199926362402914,3.776244752849175,3.338673444913532,2.782983983393334,1.3000070365763468,
444_p3conc_122.1_i21,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,122.1487,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,7.622200098538206,6.454439994579984,5.743368258767445,5.34857538536803,1.2989293848927794,
444_p3conc_122.3_i22,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,122.294,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,7.053968171324318,6.418314670567135,5.2519311721323785,5.2519311721323785,1.264167753580213,
161_p3conc_152.8_i23,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,152.7988,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,7.577164270486789,7.577164270486789,7.499701450935346,5.83124055042127,2.778902098449097,
161_p3conc_163.3_i24,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,163.2691,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,10.107755953644968,9.791400986353333,9.762438333253261,7.279327051896455,3.1246536865239274,
161_p3conc_172.4_i25,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,172.3876,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,10.815853739529409,10.815853739529409,10.815853739529409,9.238424391480072,3.230212411857799,
161_p3conc_174.5_i26,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,174.4564,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,11.74347064943701,11.74347064943701,11.74347064943701,9.670819748452265,3.601623207754397,
161_p3conc_186.4_i27,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,186.4108,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,14.867130566566402,14.867130566566402,14.867130566566402,11.74851440704795,4.231655783209243,
161_p3conc_199.2_i28,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,199.1843,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,18.91271600034601,18.91271600034601,18.91271600034601,17.041147844177768,4.111093363281007,
161_p3conc_212.8_i29,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,212.833,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,26.266720674803608,26.266720674803608,26.266720674803608,22.179703548246135,5.679943275447514,
161_p3conc_227.4_i30,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,227.4165,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,35.75284354153365,35.75284354153365,35.75284354153365,29.48482375946898,6.754028003963417,
247_p3conc_1.5_i0,BSA,Other,2.0,66.0,4.7,0.3,1.4772,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,0.9572641067478592,0.91,0.91,0.91,0.91,
247_p3conc_2.2_i1,BSA,Other,2.0,66.0,4.7,0.3,2.1821,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,0.9994170730859264,0.9138839001971353,0.91,0.91,0.91,
247_p3conc_3.2_i2,BSA,Other,2.0,66.0,4.7,0.3,3.2233,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,0.9738733683365284,0.9738733683365284,0.91,0.91,0.91,
247_p3conc_7.0_i3,BSA,Other,2.0,66.0,4.7,0.3,7.0336,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.112258580919469,1.0138454777418187,1.0138454777418187,0.9617060239936654,0.91,
249_p3conc_15.3_i4,BSA,Other,2.0,66.0,4.7,0.3,15.3478,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.0904620638627807,1.0904620638627807,1.0904620638627807,1.0904620638627807,0.91,
250_p3conc_22.7_i5,BSA,Other,2.0,66.0,4.7,0.3,22.6716,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.3503258475511923,1.2229289683593578,1.2229289683593578,1.1923742393301313,1.0437105253087184,
250_p3conc_30.1_i6,BSA,Other,2.0,66.0,4.7,0.3,30.1369,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.4231133706398382,1.4231133706398382,1.3831521369242579,1.3831521369242579,1.1820202304738978,
250_p3conc_33.5_i7,BSA,Other,2.0,66.0,4.7,0.3,33.4901,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.3768346073978863,1.3768346073978863,1.3768346073978863,1.3195621156276267,1.1955661809651004,
250_p3conc_36.3_i8,BSA,Other,2.0,66.0,4.7,0.3,36.3291,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.5737270943000237,1.5663268183551464,1.5663268183551464,1.5517876809082345,1.2384185360429902,
250_p3conc_43.8_i9,BSA,Other,2.0,66.0,4.7,0.3,43.7938,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.7570948830569864,1.7154466181040724,1.7154466181040724,1.5238932712083748,1.3179977428248015,
250_p3conc_49.5_i10,BSA,Other,2.0,66.0,4.7,0.3,49.4711,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.8395658522343803,1.8395658522343803,1.749917598042673,1.5964217618542798,1.3831239134506104,
250_p3conc_52.8_i11,BSA,Other,2.0,66.0,4.7,0.3,52.7922,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.924438029011205,1.924438029011205,1.7758748554680708,1.7758748554680708,1.5712855046199177,
250_p3conc_63.6_i12,BSA,Other,2.0,66.0,4.7,0.3,63.6397,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,2.074459958758414,1.999890195861313,1.999890195861313,1.968180495927546,1.5585953886448234,
250_p3conc_73.1_i13,BSA,Other,2.0,66.0,4.7,0.3,73.0781,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,2.229270849979053,2.229270849979053,2.148143735454482,1.95414845953148,1.6893090743927355,
250_p3conc_76.7_i14,BSA,Other,2.0,66.0,4.7,0.3,76.7158,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,2.1248000547270194,2.1248000547270194,2.1248000547270194,2.1248000547270194,1.5545236819118562,
250_p3conc_92.5_i15,BSA,Other,2.0,66.0,4.7,0.3,92.479,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,2.6491418583213635,2.6491418583213635,2.630288872242656,2.485359139785996,1.681641901368453,
239_p3conc_107.9_i16,BSA,Other,2.0,66.0,4.7,0.3,107.9498,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,3.1980666316404824,3.0340809651844047,2.993107072467543,2.5664112345089074,1.9975698566798439,
239_p3conc_111.5_i17,BSA,Other,2.0,66.0,4.7,0.3,111.4808,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,2.9963678402669007,2.9963678402669007,2.8374088769301324,2.5749722994264213,1.9718162523462925,
239_p3conc_134.4_i18,BSA,Other,2.0,66.0,4.7,0.3,134.3872,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,3.5080413721471717,3.484821210534583,3.35289673359645,3.188757301818176,2.0542482172560472,
239_p3conc_170.7_i19,BSA,Other,2.0,66.0,4.7,0.3,170.6684,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,5.004115427050528,5.002150384095704,4.275788104034328,3.791568454770045,2.711420679862626,
239_p3conc_179.8_i20,BSA,Other,2.0,66.0,4.7,0.3,179.8005,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,5.366703836729358,5.366703836729358,5.317761279457481,4.533957632167326,3.116883964889775,
239_p3conc_189.4_i21,BSA,Other,2.0,66.0,4.7,0.3,189.4214,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,6.14746184803371,6.14746184803371,5.420350726903365,5.3343581476853075,3.391437391528982,
239_p3conc_199.6_i22,BSA,Other,2.0,66.0,4.7,0.3,199.557,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,6.916838425818969,6.795707392555055,6.526446341274363,5.167317689028813,3.263805813648824,
239_p3conc_210.2_i23,BSA,Other,2.0,66.0,4.7,0.3,210.235,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,8.131169999182676,7.471063408509506,6.847836136055538,5.49649962592483,3.4014148695202047,
239_p3conc_221.5_i24,BSA,Other,2.0,66.0,4.7,0.3,221.4843,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,9.003341344663204,8.715057107001357,7.491958328800368,6.739452520612352,3.929844681543275,
239_p3conc_233.3_i25,BSA,Other,2.0,66.0,4.7,0.3,233.3361,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,9.771158169907062,9.428860219440029,8.466434194129207,7.263873040148291,4.354943079543794,
239_p3conc_235.6_i26,BSA,Other,2.0,66.0,4.7,0.3,235.5554,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,11.221218062664882,10.59867602429549,8.6703009195588,7.575363279522921,4.3865202531599135,
239_p3conc_245.8_i27,BSA,Other,2.0,66.0,4.7,0.3,245.8216,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,12.549520492632375,11.321371193104186,10.002381456892541,7.839284269666924,4.419137769745396,
239_p3conc_259.0_i28,BSA,Other,2.0,66.0,4.7,0.3,258.9751,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,13.661834199235416,12.06067459424642,10.47700931631776,8.892378606793498,5.626767842242798,
239_p3conc_272.8_i29,BSA,Other,2.0,66.0,4.7,0.3,272.8324,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,16.16828098654342,13.731881745422603,12.19579505807981,10.577773133185795,6.372415204374181,
239_p3conc_287.4_i30,BSA,Other,2.0,66.0,4.7,0.3,287.4313,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,19.849959848836427,16.56489362276807,14.861334049750361,11.752969289244835,6.616406069008526,
235_p3conc_302.8_i31,BSA,Other,2.0,66.0,4.7,0.3,302.8112,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,26.18350202652164,21.439562207142846,16.345036924647264,12.722901539584383,8.751425933876112,
235_p3conc_319.0_i32,BSA,Other,2.0,66.0,4.7,0.3,319.0142,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,30.14724432658379,24.33704732596364,18.58969086593386,14.75528605974808,11.416572397609212,
235_p3conc_336.1_i33,BSA,Other,2.0,66.0,4.7,0.3,336.0841,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,38.06012474629364,31.01086841713902,24.785745294348953,16.86555575994517,13.237138806569584,
235_p3conc_348.0_i34,BSA,Other,2.0,66.0,4.7,0.3,347.9589,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,46.896426213940735,32.913303128450465,28.026600843574908,21.05234366707122,15.208698145189688,
235_p3conc_354.1_i35,BSA,Other,2.0,66.0,4.7,0.3,354.0674,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,54.436087775960935,36.786054273074306,27.795317031898247,21.407941380793744,18.095744309777235,
235_p3conc_373.0_i36,BSA,Other,2.0,66.0,4.7,0.3,373.013,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,70.71601219333257,50.38609803375785,38.8809604537195,26.738743599146375,20.060740646504243,
235_p3conc_393.0_i37,BSA,Other,2.0,66.0,4.7,0.3,392.9724,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,92.7471051778794,53.04753637854466,45.60295899482879,34.247284688245436,24.583997201553114,
235_p3conc_437.0_i38,BSA,Other,2.0,66.0,4.7,0.3,437.0096,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,172.8526493078169,98.35892565843807,69.6029522542924,48.54716626898953,38.646615547103615,
235_p3conc_449.0_i39,BSA,Other,2.0,66.0,4.7,0.3,448.9893,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,187.92218502213115,100.98451003004948,78.34773174225721,58.96593592949027,43.19903158807564,
235_p3conc_461.3_i40,BSA,Other,2.0,66.0,4.7,0.3,461.2985,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,226.7839432067412,119.03258216438452,97.32748035432259,65.57688850891226,52.31818420910314,
235_p3conc_473.9_i41,BSA,Other,2.0,66.0,4.7,0.3,473.944,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,265.2036792377685,137.51200963405077,98.82825799764231,75.68915286971296,54.33324694092327,
235_p3conc_486.9_i42,BSA,Other,2.0,66.0,4.7,0.3,486.9361,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,313.95538296380266,167.09389061186653,115.6525568361108,81.64306144459826,65.42913899854261,
235_p3conc_500.3_i43,BSA,Other,2.0,66.0,4.7,0.3,500.2856,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,385.57763264777464,178.9812372172951,127.53039193257916,85.79224827000674,71.82465560760151,
251_p3conc_1.5_i0,BSA,Other,2.0,66.0,4.7,0.3,1.4732,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,0.9270104045653019,0.91,0.91,0.91,0.91,
251_p3conc_2.2_i1,BSA,Other,2.0,66.0,4.7,0.3,2.1702,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,0.9658829150636354,0.9658829150636354,0.9482093799668694,0.9448573653261338,0.91,
251_p3conc_3.2_i2,BSA,Other,2.0,66.0,4.7,0.3,3.197,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,0.9915780558023328,0.9618245104340637,0.91,0.91,0.91,
251_p3conc_4.7_i3,BSA,Other,2.0,66.0,4.7,0.3,4.7097,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,0.9897781522506727,0.9897781522506727,0.9755393921100695,0.9755393921100695,0.91,
251_p3conc_6.9_i4,BSA,Other,2.0,66.0,4.7,0.3,6.9381,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.0289806222338087,0.9598638987158138,0.9598638987158138,0.9598638987158138,0.91,
253_p3conc_15.1_i5,BSA,Other,2.0,66.0,4.7,0.3,15.0569,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.139789579357078,1.0669401323908951,1.0669401323908951,1.0669401323908951,0.91,
253_p3conc_22.2_i6,BSA,Other,2.0,66.0,4.7,0.3,22.1811,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.1899547511570052,1.1546177129721047,1.1325682964935153,1.074765257194654,1.0020548453606553,
255_p3conc_30.1_i7,BSA,Other,2.0,66.0,4.7,0.3,30.0994,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.318525097315964,1.318525097315964,1.1660043536228477,1.1660043536228477,1.1164071351163287,
255_p3conc_32.7_i8,BSA,Other,2.0,66.0,4.7,0.3,32.6761,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.39495210360938,1.3683028150828591,1.3312191140245773,1.3312191140245773,1.0097510984849136,
255_p3conc_36.2_i9,BSA,Other,2.0,66.0,4.7,0.3,36.239,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.5070185018030158,1.3851028548123867,1.3548442677207073,1.3505535447144787,1.1158366469207397,
255_p3conc_43.6_i10,BSA,Other,2.0,66.0,4.7,0.3,43.6309,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.5863215324680908,1.4905513809840847,1.4905513809840847,1.3530121363018033,1.2547233172543917,
255_p3conc_48.1_i11,BSA,Other,2.0,66.0,4.7,0.3,48.1369,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.642141072437481,1.5590377188103255,1.531441113537822,1.4240760391578513,1.2762645235387027,
255_p3conc_52.5_i12,BSA,Other,2.0,66.0,4.7,0.3,52.5306,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.633143756689928,1.633143756689928,1.5097275649630195,1.5097275649630195,1.338886974302515,
255_p3conc_63.2_i13,BSA,Other,2.0,66.0,4.7,0.3,63.2456,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.8578751747299294,1.8578751747299294,1.5985911954618228,1.5985911954618228,1.5485653540328366,
