ID,Protein_type,Protein_class_type,kP,MW,PI_mean,PI_range,Protein_conc,Temperature,Buffer_type,Buffer_pH,Buffer_conc,Salt_type,Salt_conc,Stabilizer_type,Stabilizer_conc,Surfactant_type,Surfactant_conc,Excipient_type,Excipient_conc,C_Class,HCI,Viscosity_100,Viscosity_1000,Viscosity_10000,Viscosity_100000,Viscosity_15000000,
481.0_p3conc_2.6_i2,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,2.5587,25.0,Histidine,6.2,14.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,0.9102736935239758,0.9102736935239758,0.9102736935239758,0.9102736935239758,0.9102736935239758,
481.0_p3conc_2.7_i3,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,2.6592,25.0,Histidine,6.2,14.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,0.91,0.91,0.91,0.91,0.91,
481.0_p3conc_3.5_i4,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,3.4996,25.0,Histidine,6.2,14.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,0.91,0.91,0.91,0.91,0.91,
481.0_p3conc_4.8_i5,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,4.7866,25.0,Histidine,6.2,14.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,0.9625517923955976,0.9113428534437584,0.9113428534437584,0.91,0.91,
481.0_p3conc_6.5_i6,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,6.5469,25.0,Histidine,6.2,14.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,0.9793203787258808,0.9793203787258808,0.9258380817629237,0.9258380817629237,0.9192296707849681,
481.0_p3conc_7.1_i7,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,7.0711,25.0,Histidine,6.2,14.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,0.9799223790841521,0.91,0.91,0.91,0.91,
481.0_p3conc_9.0_i8,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,8.9545,25.0,Histidine,6.2,14.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,0.981896228124814,0.981896228124814,0.981896228124814,0.91,0.91,
481.0_p3conc_12.2_i9,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,12.2475,25.0,Histidine,6.2,14.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,1.1829178164828063,1.0348152226659197,1.0348152226659197,1.0348152226659197,1.0342569447736898,
481.0_p3conc_16.8_i10,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,16.7514,25.0,Histidine,6.2,14.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,1.1789477231407666,1.1789477231407666,1.0774564955482244,1.0774564955482244,1.0261128580197931,
481.0_p3conc_18.8_i11,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,18.803,25.0,Histidine,6.2,14.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,1.1069074052664862,1.1069074052664862,1.0756758953475747,1.0756758953475747,1.0515580495268941,
481.0_p3conc_22.9_i12,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,22.9117,25.0,Histidine,6.2,14.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,1.367475274172687,1.3362166314558352,1.195385559714641,1.1377381266834645,1.0508123761885784,
481.0_p3conc_31.3_i13,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,31.3374,25.0,Histidine,6.2,14.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,1.3401502784581514,1.3401502784581514,1.3401502784581514,1.233834562173416,1.1592453804128482,
481.0_p3conc_42.9_i14,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,42.8616,25.0,Histidine,6.2,14.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,1.8217911201353227,1.7764046182388984,1.6181684702715429,1.4761335358015903,1.37424165736774,
481.0_p3conc_57.4_i15,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,57.3601,25.0,Histidine,6.2,14.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,2.331060042135694,2.12126745715591,1.834305166832865,1.6452049104092707,1.5358828447342132,
481.0_p3conc_58.6_i16,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,58.6238,25.0,Histidine,6.2,14.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,2.350015808211102,2.3457074422239685,2.0453028987752044,1.6321776863615693,1.5768169106426544,
481.0_p3conc_65.8_i17,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,65.8037,25.0,Histidine,6.2,14.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,2.522957293848372,2.522957293848372,2.054091829472728,1.7921884665056802,1.7372127123359133,
481.0_p3conc_75.5_i18,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,75.4901,25.0,Histidine,6.2,14.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,2.892337978387346,2.892337978387346,2.229068504253477,2.02590028566156,1.7662014761656792,
481.0_p3conc_80.2_i19,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,80.1826,25.0,Histidine,6.2,14.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,3.4466754037847758,3.1510217927271738,2.2146590146804677,2.069904659983564,1.8189654797999655,
481.0_p3conc_86.6_i20,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,86.6026,25.0,Histidine,6.2,14.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,3.6927504949678354,3.5970348440669966,2.480192343761076,2.171335766814355,1.934003291705503,
481.0_p3conc_99.4_i21,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,99.3507,25.0,Histidine,6.2,14.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,4.358796909504263,4.358796909504263,2.8778871057138735,2.581237019862338,2.1798876200547186,
481.0_p3conc_109.7_i22,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,109.6695,25.0,Histidine,6.2,14.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,5.7892182430098105,5.2565277755246855,3.231751530832877,3.117569430965382,2.411150774790096,
481.0_p3conc_114.0_i23,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,113.9754,25.0,Histidine,6.2,14.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,5.852478019762381,5.746181706797601,3.59054757666789,2.9524943532347305,2.3353419681298075,
481.0_p3conc_130.8_i24,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,130.7528,25.0,Histidine,6.2,14.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,7.447034716064911,6.8886730280194515,4.2256102583856485,3.305830894063964,2.894671479362602,
464.0_p3conc_1.4_i0,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,1.4121,25.0,Histidine,6.3,12.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,0.9241259054928438,0.9241259054928438,0.9240634750912082,0.91,0.91,
464.0_p3conc_1.6_i1,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,1.5721,25.0,Histidine,6.3,12.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,0.9494306355874521,0.9494306355874521,0.91,0.91,0.91,
464.0_p3conc_2.0_i2,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,1.9941,25.0,Histidine,6.3,12.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,0.9549652355554811,0.9549652355554811,0.91,0.91,0.91,
464.0_p3conc_2.5_i3,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,2.4716,25.0,Histidine,6.3,12.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,0.9277685117137878,0.9277685117137878,0.9277685117137878,0.91,0.91,
464.0_p3conc_2.8_i4,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,2.8159,25.0,Histidine,6.3,12.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,0.911751527204545,0.911751527204545,0.911751527204545,0.911751527204545,0.91,
464.0_p3conc_3.9_i5,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,3.8857,25.0,Histidine,6.3,12.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,0.91,0.91,0.91,0.91,0.91,
464.0_p3conc_4.0_i6,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,3.9764,25.0,Histidine,6.3,12.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,0.91,0.91,0.91,0.91,0.91,
464.0_p3conc_5.6_i7,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,5.6151,25.0,Histidine,6.3,12.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,0.911882903976992,0.911882903976992,0.911882903976992,0.911882903976992,0.911882903976992,
464.0_p3conc_6.1_i8,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,6.1087,25.0,Histidine,6.3,12.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,0.9503433928808245,0.91,0.91,0.91,0.91,
464.0_p3conc_7.9_i9,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,7.9292,25.0,Histidine,6.3,12.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,0.91,0.91,0.91,0.91,0.91,
464.0_p3conc_9.6_i10,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,9.6037,25.0,Histidine,6.3,12.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,0.9636269659246345,0.942057964336753,0.942057964336753,0.942057964336753,0.942057964336753,
464.0_p3conc_11.2_i11,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,11.1969,25.0,Histidine,6.3,12.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,0.9222405829749409,0.9222405829749409,0.91,0.91,0.91,
464.0_p3conc_15.1_i12,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,15.0983,25.0,Histidine,6.3,12.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,0.9191534595918501,0.9191534595918501,0.9191534595918501,0.9191534595918501,0.9191534595918501,
464.0_p3conc_15.8_i13,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,15.8114,25.0,Histidine,6.3,12.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,0.9962467823962843,0.9246785294254759,0.9246785294254759,0.9246785294254759,0.9246785294254759,
464.0_p3conc_22.3_i14,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,22.3275,25.0,Histidine,6.3,12.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,0.9653721322685334,0.9653721322685334,0.9653721322685334,0.9653721322685334,0.9653721322685334,
464.0_p3conc_23.7_i15,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,23.7365,25.0,Histidine,6.3,12.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,0.938416586902383,0.91,0.91,0.91,0.91,
464.0_p3conc_31.5_i16,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,31.5292,25.0,Histidine,6.3,12.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,0.9563914209448326,0.9563914209448326,0.9563914209448326,0.9563914209448326,0.9563914209448326,
464.0_p3conc_37.3_i17,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,37.3168,25.0,Histidine,6.3,12.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,0.9574538212224976,0.9574538212224976,0.9574538212224976,0.9574538212224976,0.9574538212224976,
464.0_p3conc_44.5_i18,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,44.523,25.0,Histidine,6.3,12.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,1.0476933365340606,1.0476933365340606,1.0476933365340606,1.0476933365340606,1.0476933365340606,
464.0_p3conc_58.7_i19,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,58.6667,25.0,Histidine,6.3,12.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,1.2097125621380809,1.2097125621380809,1.2097125621380809,1.2097125621380809,1.2097125621380809,
464.0_p3conc_62.9_i20,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,62.8717,25.0,Histidine,6.3,12.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,1.2247768196826623,1.2247768196826623,1.2247768196826623,1.2247768196826623,1.2247768196826623,
464.0_p3conc_88.8_i21,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,88.7822,25.0,Histidine,6.3,12.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,1.6763643851392223,1.6763643851392223,1.6763643851392223,1.6763643851392223,1.6763643851392223,
464.0_p3conc_92.2_i22,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,92.2317,25.0,Histidine,6.3,12.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,1.8316838943061013,1.822554497111602,1.822554497111602,1.822554497111602,1.822554497111602,
464.0_p3conc_125.4_i23,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,125.3713,25.0,Histidine,6.3,12.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,3.32813454215458,2.8938440792143147,2.8938440792143147,2.8938440792143147,2.8938440792143147,
480.0_p3conc_159.9_i24,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,159.8903,25.0,Histidine,6.3,12.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,7.189372683209521,5.625318753478901,5.220081108674043,3.7641600795928483,3.7616341265052196,
480.0_p3conc_170.4_i25,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,170.4327,25.0,Histidine,6.3,12.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,9.597953578357739,7.333286489409751,6.331306044347431,3.8637115632810737,3.753740036016786,
480.0_p3conc_177.0_i26,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,177.039,25.0,Histidine,6.3,12.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,11.37375892090928,7.350490441902762,6.479222588200475,4.239918959094537,3.852322520803787,
480.0_p3conc_181.7_i27,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,181.6707,25.0,Histidine,6.3,12.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,11.752717688112359,9.122186934344292,7.378709601049098,4.219049184712674,3.59344744513526,
480.0_p3conc_193.6_i28,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,193.6493,25.0,Histidine,6.3,12.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,18.42708542419596,11.740300101224065,8.752502092759814,4.073328727792235,3.5911313600140287,
480.0_p3conc_206.4_i29,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,206.4177,25.0,Histidine,6.3,12.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,27.990718984570197,14.66094610300046,10.453967025162765,3.9380197596270747,3.7216637822070116,
480.0_p3conc_220.0_i30,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,220.028,25.0,Histidine,6.3,12.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,39.913532459728685,18.41826876772409,14.759681694434317,4.128268303491099,3.7803398426308017,
480.0_p3conc_234.5_i31,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,234.5357,25.0,Histidine,6.3,12.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,58.55010323184157,26.539009782597738,16.974021560970588,4.265307325779666,3.6986492843063843,
463.0_p3conc_1.4_i0,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,1.3804,25.0,Histidine,6.5,10.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,0.9467924959411576,0.91,0.91,0.91,0.91,
463.0_p3conc_1.4_i1,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,1.4395,25.0,Histidine,6.5,10.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,0.91,0.91,0.91,0.91,0.91,
463.0_p3conc_1.9_i2,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,1.9056,25.0,Histidine,6.5,10.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,0.91,0.91,0.91,0.91,0.91,
463.0_p3conc_2.1_i3,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,2.0722,25.0,Histidine,6.5,10.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,0.9391575334455652,0.9188367061918388,0.9124249059186988,0.9124249059186988,0.91,
463.0_p3conc_2.6_i4,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,2.6305,25.0,Histidine,6.5,10.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,0.9523517112468037,0.91,0.91,0.91,0.91,
463.0_p3conc_3.0_i5,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,2.983,25.0,Histidine,6.5,10.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,0.9271698125256729,0.9271698125256729,0.9271698125256729,0.9271698125256729,0.9271698125256729,
463.0_p3conc_3.6_i6,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,3.6312,25.0,Histidine,6.5,10.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,0.920981780317216,0.920981780317216,0.920981780317216,0.91,0.91,
463.0_p3conc_4.3_i7,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,4.2941,25.0,Histidine,6.5,10.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,0.9319739313425578,0.91,0.91,0.91,0.91,
463.0_p3conc_5.0_i8,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,5.0126,25.0,Histidine,6.5,10.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,0.9710355832500691,0.9353353896722603,0.9353353896722603,0.9353353896722603,0.9353353896722603,
463.0_p3conc_6.2_i9,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,6.1814,25.0,Histidine,6.5,10.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,0.9630587977514288,0.9496270094514745,0.9232138987427636,0.9232138987427636,0.91,
463.0_p3conc_6.9_i10,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,6.9195,25.0,Histidine,6.5,10.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,1.0085563997842588,0.9902163705067752,0.986836312265833,0.9614379576276717,0.9614379576276717,
463.0_p3conc_8.9_i11,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,8.8983,25.0,Histidine,6.5,10.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,1.0359967423437562,0.9553582348625349,0.9519554207833415,0.932442013208728,0.932442013208728,
463.0_p3conc_9.6_i12,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,9.5518,25.0,Histidine,6.5,10.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,0.957485948733424,0.957485948733424,0.957485948733424,0.9374887722188655,0.9374887722188655,
463.0_p3conc_12.8_i13,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,12.8092,25.0,Histidine,6.5,10.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,1.041121054998885,1.041121054998885,1.041121054998885,0.9278034421060302,0.9278034421060302,
463.0_p3conc_13.2_i14,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,13.1856,25.0,Histidine,6.5,10.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,1.0320510916097614,0.9601781845415085,0.9601781845415085,0.9601781845415085,0.9601781845415085,
463.0_p3conc_18.2_i15,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,18.2017,25.0,Histidine,6.5,10.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,1.0299577956979966,1.0299577956979966,1.0299577956979966,1.0299577956979966,0.9721469072108829,
463.0_p3conc_18.4_i16,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,18.4391,25.0,Histidine,6.5,10.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,1.1222626501670694,1.0695667055206,0.9783849847112664,0.9783849847112664,0.9783849847112664,
463.0_p3conc_25.1_i17,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,25.126,25.0,Histidine,6.5,10.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,1.308202866885808,1.1694984079233524,1.1694984079233524,1.1015033162390648,1.0674500257118278,
463.0_p3conc_26.5_i18,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,26.5434,25.0,Histidine,6.5,10.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,1.278177214102376,1.2585826468972794,1.2203344385047812,1.0686356092270677,1.0686356092270677,
463.0_p3conc_34.7_i19,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,34.6846,25.0,Histidine,6.5,10.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,1.3501894754883381,1.2465855664777137,1.2465855664777137,1.2462604186975192,1.197510156923878,
463.0_p3conc_38.2_i20,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,38.2097,25.0,Histidine,6.5,10.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,1.4993841883451704,1.2858017146483085,1.2008679282514552,1.2008679282514552,1.2008679282514552,
463.0_p3conc_47.9_i21,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,47.8794,25.0,Histidine,6.5,10.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,1.514440954880381,1.4798817844756749,1.4423898410713523,1.3492520804132697,1.250871049865453,
463.0_p3conc_55.0_i22,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,55.0037,25.0,Histidine,6.5,10.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,1.6083872169494726,1.3831308868725298,1.3831308868725298,1.3831308868725298,1.3803824650802852,
463.0_p3conc_66.1_i23,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,66.094,25.0,Histidine,6.5,10.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,1.8940239791130948,1.6704235876671707,1.583674305077838,1.583674305077838,1.5061652634836873,
463.0_p3conc_79.2_i24,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,79.1788,25.0,Histidine,6.5,10.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,2.318050768050608,1.9972905683538782,1.7374975584915016,1.7016820975851603,1.6911367162788546,
463.0_p3conc_91.2_i25,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,91.2376,25.0,Histidine,6.5,10.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,2.6647056391832233,2.034032886289797,2.034032886289797,1.9417292064678904,1.6199277296785684,
463.0_p3conc_114.0_i26,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,113.9796,25.0,Histidine,6.5,10.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,2.9441989728178988,2.7344517137124917,2.46519739180406,2.2200999913636945,1.9257823720930674,
463.0_p3conc_125.9_i27,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,125.9465,25.0,Histidine,6.5,10.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,3.72718860561353,3.055728966824868,2.738038318045404,2.5138082300883986,1.9578883827291034,
463.0_p3conc_164.1_i28,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,164.0756,25.0,Histidine,6.5,10.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,5.860778186161672,3.879401933497397,3.879401933497397,3.623513183240632,2.618289579149449,
463.0_p3conc_173.9_i29,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,173.8597,25.0,Histidine,6.5,10.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,6.6714855273332505,5.131142048883421,3.7948287919744286,3.737830411230577,2.573342096655955,
463.0_p3conc_261.8_i30,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,261.8352,25.0,Histidine,6.5,10.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,17.400593933232592,11.415501372102096,8.810294636850472,8.471490239089329,5.404682084183223,
463.0_p3conc_273.5_i31,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,273.4872,25.0,Histidine,6.5,10.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,19.200008365475504,13.677993813174872,10.11559069070681,8.06200969060657,5.192411593727173,
463.0_p3conc_285.7_i32,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,285.6571,25.0,Histidine,6.5,10.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,24.900361424786016,14.608965220266386,12.659308360652105,9.559998940295602,6.4367534820868375,
463.0_p3conc_298.4_i33,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,298.3692,25.0,Histidine,6.5,10.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,26.56549951086474,16.479055992786034,13.862614652277818,10.176797676470422,6.818499150652496,
463.0_p3conc_311.6_i34,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,311.6463,25.0,Histidine,6.5,10.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,31.1588241344279,18.605697310222762,14.549632098812769,10.970939093647159,7.859075786976317,
463.0_p3conc_325.5_i35,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,325.5142,25.0,Histidine,6.5,10.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,35.50014022224311,21.753988734372356,16.81222115560717,12.222178306923654,7.900883196978802,
320.0_p3conc_1.4_i0,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,1.4206,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.9,0.9,0.91,0.91,0.91,0.91,0.91,
320.0_p3conc_2.0_i1,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,2.018,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.9,0.9,0.9299390982089658,0.91,0.91,0.91,0.91,
320.0_p3conc_2.1_i2,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,2.0536,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.9,0.9,0.91,0.91,0.91,0.91,0.91,
320.0_p3conc_2.9_i3,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,2.8667,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.9,0.9,0.9255976018518555,0.9255976018518555,0.9176028383589232,0.91,0.91,
320.0_p3conc_4.1_i4,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,4.0722,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.9,0.9,0.9187249728500334,0.9187249728500334,0.9187249728500334,0.91,0.91,
320.0_p3conc_4.2_i5,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,4.2172,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.9,0.9,0.91,0.91,0.91,0.91,0.91,
320.0_p3conc_5.8_i6,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,5.7848,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.9,0.9,0.91,0.91,0.91,0.91,0.91,
320.0_p3conc_8.2_i7,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,8.2177,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.9,0.9,0.9203350131681532,0.9203350131681532,0.91,0.91,0.91,
320.0_p3conc_8.7_i8,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,8.6603,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,0.9,0.9,0.9126914498250885,0.91,0.91,0.91,0.91,
